Summary_clean,Sentiment
good,positive
battery support working,negative
super pooja cups cycle om shanthi navin cup dhop sam rani good price products health effects,positive
poor quality,negative
think bestbook even fresh aspirant,positive
good productgot much less price,positive
hdmi arc working company doesnt listen sound ok,negative
good product worthy,positive
nice product,positive
really book useful banking preparation love book without hegitation must purchase,positive
nice rate high,positive
bad product,negative
super product thank flipkart,positive
waste money,negative
best one best price value money,positive
expect battery everything incredible battery like give backup hours battery saving mode,neutral
small nice,positive
super value money,positive
nice star rating nice product low cost price oil best,positive
worst service company recieved product jul one week one came installation really pathetic condition receiving call physically one cominghh,negative
valvue money,positive
good,positive
quality good prize high,positive
worthy,positive
looking good,positive
packaging level superb hproduct best useful youtubers daily videos lockdown,positive
pleats small,neutral
product described easy assemble,positive
nice price less weight purpose met,positive
liked table looked like already used corner side chipped stick adhesive sheet top protected chipping otherwise table good sturdy proper height desired,positive
nice bot reasonable price texture gud keeps eyes cool,positive
fantastic prodect,positive
nice product working nicethnx flipkart,positive
nice product get tb storage,positive
nice product,positive
quality good shown picture sensitive break,negative
finally got book sooo amazing book help one simplest easiest way understand basic requirements upsc cse examination love book much thankyou much share much valuable things regarding examination everyone must buy book thank soo much ias srushti jayant deshmukh mam,positive
good company,positive
best stabilizer upto tv used tv working fine good packaging warranty card kept inside box,positive
great purchase service delevery boy great,positive
awesome,positive
best material value money fast delivery est product,positive
worst quality,negative
best market thanks flipkart,positive
best range,positive
awesome product fastest delivery please go product cause butterfly indian company ao support purchase nd product butterfly great awesome dont think price range good thank much flipkart love flipkart another indian company,positive
super worth,positive
nice product price little bit high,positive
good prodect,negative
seed growing,negative
good average product recommended,negative
worth money,positive
good looking cool,positive
worthless product lickage week pigeon rd class product,negative
good kids playing breking strong enough,positive
purchase product month back satisfied performance far easy assemble given instructions quite easy user friendly operate last one month working well know long filter lasts stops functioning starts taking inordinately long time reduce air contamination far pleased,positive
great design value money best display best performance best look backlight purple keyboard also awesome,positive
good paper quality content wellnice product,positive
superior,positive
apple products always different level never lowkey disappointment purchase performance top notch price segment level best camera good disappointing center stage feature accurate really mindblowing relies advanced machine learning algorithm detect pattern important information panel window toolset appears prominently center user interface also ordered,positive
worth buying,positive
excellent product everyday use useful instrument build body,positive
bluetooth nice sound satisfied sound low bass good,positive
nice cycle smooth run boy like verymuch,positive
nice concept good live horseback easy set carry however plastic blocks average ill give,positive
wrost quality,negative
okay job upto mark blades sharp enough containers steel thin,negative
well,positive
product good quality,positive
good fit size exactgood cloth,positive
installation expensive without hindware warranty cant claimed installation guy took basic travelling charges rupees hole drilling took capproduct goodbut company look installation policy,neutral
amazing product thanks flipkart,positive
product nice preheat button nice packing delivered time demo given ifb personnel days great drawback warranty card neither hard copy original sealed bill inside dilemma claim warranty required called flipcart representative told soft copy bill sufficient warranty claims one thing would like add watt heating,positive
nice product noise products good use noise,positive
fully satisfied,positive
excellent quality,positive
better quality,positive
good,positive
simple super,positive
poor quality finishing size bigger expected poor quality zero star,negative
good,positive
awesome purchasepros best sound quality bass good battery backupcons wear minute continious feel pain ear head cusion good ear one,positive
excellent productbuy itworth money,positive
shoes decent price range,positive
nice looking complete package price,positive
product good received damaged,negative
microtek ups good like product thank flipkart,positive
bat ok satisfied mentioned cover coverdont buy product pls,negative
excellent,positive
best quality materials,positive
happy purchase,positive
expected goodand goesthank flipkart,positive
excellent product good price,positive
look like service center condition great product,positive
good product strong well finishing,positive
good smart led worth small money,positive
good cost,positive
didnt last even months letter keyboard stopped working work failed attempts months usage waste product buy,negative
nice product,positive
beautiful product,positive
estimate delivvery date nd feb got th febthough little bit disappointed courier services provided flipcart ecart bt frnkly speaking delivery boy vry gdi asked giving product pm promisedand finally coming productit good producti print nearly copies colour blackbt printing copies ink became little bit lighter bt thats big problem,positive
quality product good,positive
nice book,positive
awesome,positive
made india easy install quality picture,positive
work full,neutral
nice product heat immediately,positive
product decent sound quality bass also good compared price bluetooth works fine thing lacks volume sound bit low using aux cable pc using bt mode volume clearly loud perfect dont listen music loud volume work fine room,positive
superb pics quality,positive
quantity best colour dark,positive
beginner friendly loved,positive
value money packing good im impressed,positive
genuine product,positive
super protection,positive
waste bookaaaa,negative
color delivered worth moneny delivery time long,positive
titan watch first copyits original viewers smart buying even refund policy trip hard earned money fathers moneychoose wisely,negative
soo much beautiful itss love everything good thanksse flipkart,positive
shown,neutral
low material,negative
good prodack,positive
best tablet get around nothing compete ipados,positive
quick hot water,positive
nice productfeel cool like acbut trolly provided difficult movingany thanks flipkart quick delivery within days lockdown,positive
premium perfumeit mild pleasant allergic,positive
best firetv stick realme,positive
quality issue,negative
super loved thanks flipkart,positive
nice product,positive
love itworking perfectly without problem,positive
awesome test thank hersheys,positive
orignal product thankyou flipkart,positive
reduced one star sound clarity discomfort occurs long wear bass per promise pretty handy use attending phone calls great great clarity finally flipkart delivery reached days prior expected time ordered sat received tuesday thank flipkart,positive
useful product,positive
good quality products guard excellent,positive
bad products even replaced product stop working days sale service nil,negative
good buy,positive
fragrance soo satisfying soothing im using daily comes cute packaging must say perfect gifting make special,positive
gud product go dat value money tnx flipkart grt product loved itcanon love,positive
tell yougo product without doubt base sound quality vary mobile coolpad zenfone mi note pro sound quality best prowith without aux satisfactory cool pad without aux also base quality aux base quality without aux way completely satisfied performance considering price segment,positive
useful,negative
product exactly ordered quality colour size super goodworthy buying good looking,positive
nice picture quality,positive
ossum kajal gives good finish,positive
working nice,positive
really amazing product useful,positive
great watch best price,positive
really good light weight oil good people like heavy oils nice fragrance,positive
good option,positive
good productresult immediately easy usebuilt quality goodvalue money,positive
connectivity problem respect fm radio bought fm radio fortunately thats working properly fails catch connection case planning buy fm radio please buy thing worth design sound quality still secondary,negative
spr product,positive
easy handle user friendly smooth stitching,positive
good flipkart superi happy,positive
beautiful nd great quality expected packing brillent nd service must buy guys trust nd reviews also genuine flipkart thank flipkart,positive
nice quality useful,positive
premium quality triple blend damage repair non sticky hair oilgood daily useafter use good result,negative
screen size inches low audio,neutral
good,positive
good product,positive
nice producti love recommend buyers,positive
super se upar material,positive
good product price comfortable quality super fast delivery,positive
like,positive
good product sound good happy thenks mivi,positive
woooow,positive
one nice one good condition verybeady drive light weight keep less space place house speed likes good disc good conditions driving smooth worth money buy also refer family members buy,positive
book good everything well explained helpful aspirants think book taken read students preparing upsc exam recommended book mates want achieve goals read well explained manual thanks srushti mam answer writing manual helpful upsc aspirants,positive
khub vlo,positive
writing review using cooler months nagpur temperature goes till degrees extremely hot regionlight weight sturdy stylish make lot noise either cooler work absolutely fine march months april may summer peak work personal cooler youll keep hardly meter away feel cool air,positive
decent budget buy,positive
months usage leaking bulb oil tray collector functioning hindware isnt providing support resolve issue lack manpower support efficient resolution issues despite several follow ups wont recommend headache appliance home,negative
excellent product delivered upc,positive
gifted husband anniversary happy product,positive
beautiful,positive
amazing,positive
using last daysone best coolers come across got price rs lots research coolers buying suggestions proper cross ventilation required optimal cooling install near window natural air circulation occurs honeycomb cooling pads good larger pores air suction calculate air delivery requirement room desert coolers generally meant large rooms hal,positive
good,positive
bad,negative
clean steel utensils properly,negative
good product like,positive
owsm kapur wid fregns,neutral
good product,positive
good cleaning cars interior,positive
excellent balloon quality marvellous,positive
perfect,positive
low quality product cant carry littile weight stuff material bad quality finly west money dont buiy product,negative
good sd cardvalue moneyread write speed also ver goodwrite speed mbps,positive
useful always life sucks gets quick,positive
good,positive
ggod product,positive
beautiful product,positive
small piecesreally disappointed,negative
best product,positive
product use wastage money,negative
good product like faber,positive
satisfied,negative
good qualityand value money,positive
first macbook already using ipad iphone using best windows laptop given office macbook beast completely overshadows windows takes gets hands loving day day thanks flipkart amazing deal,positive
gud product homely kitchen,positive
excellent product quality highly recommended,positive
good light work,positive
nice product worth money,positive
charger charging normal speed,neutral
wow amazing color kit,positive
okok product water bag cools fast,neutral
nice mi easy access good smart tv,positive
connect phone,negative
centre part half black half grey looks good,positive
bad,neutral
nice pair finger sleeves works great mobile specifically brought laptop touchpad happy purchase,positive
good prodact,positive
superb,positive
weight less good product value money,positive
best products,positive
worst product weast money,negative
amazing product low price really liked product,neutral
good amazing product,positive
nice fit,negative
amazing worth money,positive
got blue colour hour hot cold disappointed,negative
tv awesome picture quality also best things good pictures quality good brightness reduce dark shadows come good reducing brightness affect tv chanel picture google search work time searches tube application price tv good awesome picture quality,positive
vaccum packed soft good stitching corners worth,positive
gud product,positive
good excellentnice doms kit timelly deleverd product,positive
poor quality,negative
excellent books,positive
good pizza,positive
good product,positive
something better bestnot bestbut worth buy,positive
awesome product,positive
decide buy one week found damage actually started use,negative
cool guess,positive
quality good,negative
nice product fully satisfied,positive
super product,positive
nice products,positive
dual band best companybest product,positive
hrx support bad,negative
sufficient size suitable single oven,neutral
worth,positive
sound quality good,negative
super,positive
like much,positive
awesome quality product soldering iron made excellent quality total eight tools provided inside box quite good best price segment,positive
good quality,positive
worst atleast day automatically disconnects need connect,negative
nice product,positive
installation done technician came flood condition well behaviorgood installation helpful technician,positive
received damage piece,negative
packing good product looked good water leakingnot good given less,positive
using months writing review really excellent product yes heating issue use damage anything used hour continuously strong suction washable filter,positive
excellent product,positive
really nice,positive
nice product im happy know,positive
arrived goods nice product good,positive
nothing,neutral
bad one remote working,negative
price bit high compared streaming devices good deal want pure android experience also sideload apps ur choice without issue done firestick smart tv boxes companies moreover good ram capacity ie gb brands provide gb,neutral
happy nice,positive
excellent product good quality loved,positive
wonderful product best price thank flipkart offering product person came installed product professional gentlemen neatly spoked promptly installed guided us use best guy ever seen installation,positive
nice,positive
good product nice,positive
great noise cancellation equipment,negative
good product thanks flipkart using week satisfied quality water pipe little bigger everything else fine,positive
buy,positive
sound quality design awesomemind blowing,neutral
nice job,positive
bad,negative
beautiful products,positive
starts make noise day installation,negative
bad,negative
good product,positive
simply smart flipcart quality perfect get flipcart slipcard,positive
dont buy product worth even rs,negative
likeley product came manufacturing unit got good product product works borewell well corporation wateronly change tds level setup waterbcoz normally corporation water comes low salt content use borwell setup fpr direct corpration water drinking water minerals goneso carefull setup machine desire fix tds levelin market features high compare product,positive
ok delivery agent ok,positive
luved,positive
nyc,positive
working day one sorry next minute onwards,negative
awesome product brilliant team agarothey even change one simple part freehighly recommended,positive
super product,positive
excellent product flipkart,positive
best sound,positive
good quality lit bit hard issue cash taking put vice good,positive
product thanks flipkart,positive
bad product,negative
worth money,positive
working month,neutral
superb,positive
ok shining note,neutral
good quality,positive
worth,positive
fun upto,positive
price good deal purchased big billion sale got discount good small family,positive
bought product september within months product working registered complaint service person came rectified complaint within week heater working registered complaint person came rectified rd time going register complaint short span month poor performance poor service better dont buy product,positive
moving forward week cant return dont buy,negative
product good,positive
good quality worth price,positive
multipurpose product use burning camphor cool night lamp,positive
best quality adult diapers,positive
like product buy another one,positive
small pieces threads comes wipednot worth money,positive
best product,positive
good work totally satisfied happy,positive
awesome amazing superb,positive
device internally making tak tak tak noises starting delivered without proper quality check unexpected way product volta extremely disappointed,negative
good machine value money got rupees thank filpkart,positive
low qualiti breack spok wheel bandvery poor quality leader baisacile,negative
nice product happy,positive
good giving stars loving size fabric good,positive
wonderful girls must go,positive
happy,positive
super thank flipkart,positive
build quality poor low quality plastic usedtrack pad average difficult handle need use separate mouse instead battery drains fast without power plugin recommended useheating much small tasks also plastic build may get damaged heatnot useful every day,negative
good quality bad,negative
polycotton fabricsize described price bit higher local market,positive
good product good service,positive
nice workingbut pipe cost toomuch,positive
good product mbs delivered mbs,positive
good excellent product,positive
good fabric material colour good,positive
nice product complete fittinglow pricematerial quality bestthank flipkard,positive
bad,positive
good product axcpt amount,positive
one nice product wire length short,positive
osm,positive
wonderful product easy install connect tysm flipkart,positive
super awesome device casting mirroring contents phone non smart tv got whole new look feels like new smart tv,positive
nice dressreally like,positive
seriously keep water hot well cool however keep long time thank milton nd flipkart,positive
washer working,negative
good product,positive
osm product,positive
bad two bowls nice product cost price,positive
average sound,neutral
im suprised great price,positive
nice sister luv thanks flipkart,positive
good product really satisfied overall quality water wastage actually quite low compared purifiers one thing note brings tds almost depending water quality one might get tds adjuster installed get right tds case cost additional everything else box technician professional well satisfied,positive
super doms pencil smart kit im happy good product,positive
good product,positive
working fine use inch tv mi box home theatre,positive
product qwalte,positive
good daughter,positive
ok,neutral
working fine dslr canon,positive
best product lowest price,positive
thanks sending bise thing,positive
bad,positive
nice,positive
mi model led tv great everything picture quality good sound quality good also good,positive
coloth quality poor,negative
good product,positive
leather shoe quality good,positive
good,positive
size dinner plate small expected,negative
good product,positive
product good according price flipkart delivery pathetic delayed delivery days,negative
worked display number available wifi also working sometime start restart taken much time start,positive
bad product last months,negative
totally loved perfect lighting decorationsit bright,positive
first time used google smart speaker extensively spent couple minutes aunts google home original one days little guy must say impressedthe packaging simple straight point inside came speaker round power cable quick start guide really like look feel device speaker round cover looks feels like clothlike material would surprised,positive
nice quality thank,positive
nice size small,positive
matter giving review product using dis three week giving one plus didnt improve sound quality giving sound quality previous version except bass bass little bit high battery life good last version base edition good claiming hours hardly giving hours battery backup thats giving stars sound quality,positive
ordered th december pm deliver today th december installation also done pm service fabulous really love water purification,positive
best dslr camera good product,positive
nice hai,positive
worst boxes closing quality worst,negative
product good hard install,positive
one best,positive
waste products useless,negative
beautiful kajalvery nice product,positive
good,positive
nice,positive
better go tb instead tb,positive
fully satisfied productprice quality fine,positive
gud,positive
nice,positive
good football appearance also nice like orange colour football impressed fast delivery product,positive
nice sound quality good bass looks feels good comfortable wear wear hours without problem highly recommended,positive
satisfied product super air flow amazing built quality height good cooling also good offering many features think main function good cooler work best review month used,positive
good product work home affordable sturdy instructions build little clear overall awesome table,positive
product good installation quick installation person udhaya kumar good installed perfectly,positive
one best headphones thisprice range dont even think get foryourself im totally impressed boat ive bought around products truly amazing thank boat,positive
product good installation quite easy quickrate decent ltrsoverall good product,positive
good low noise,positive
good product useful kids recommend useful product,positive
inverter working months,negative
good cycle,positive
looking beautiful kg panasonic technology machinehavent seen action yet delivered today afternoon packing secure safe scratches dentsill update review using dayspanasonic technology good technology updated everything fine inlet pipe meter long little bit small buy meter long pipe separately,positive
worst,negative
good feel,positive
good product much better pigeon ang bajaj,positive
naic,positive
bad machineits month since purchased yet times last days technician come repair itif one really wants buy good thing one must take thing whirlefull ifb lgand please dont purchase onlinenow flipkark resolve issue replace new washing machinenow working well nice product,positive
plate bowl sizes small compare normal unsatisfactory product,negative
software developer say machine beyond others loved,positive
machine good,positive
product worth buying charging time awesome must price segment,positive
nice,positive
nice product best price range comparable size spec product range less price best value money product,positive
iam happy,positive
good good learner,positive
nice velvet carpet,positive
quality good color,negative
best pad,positive
satisfied,positive
sleek stylishvalue money must buy,positive
liked much quality good,positive
nice product helpfull mind maps help full quick revision think everyone buy product,positive
good quality hair oil personally using oil happy result,positive
best book upsc thank srushti mam,positive
built quality upto markcould much better compared price,positive
nice ovenbut cant grill grilling need get high rack operation oven much complicatedif want use full potentialbut take getting hot ready,positive
beautiful looking stunning go guys,positive
good mobile tab,neutral
oil leakage problem minor handle easily,positive
bad picture quality,negative
well,positive
seeds quality best,positive
best,positive
best brown box,positive
hey everyone hope good fine writing review using beautifully intelligent device days design loved design awesome subtle ergonomic fancy things beautiful packaging product packaging awesome pics attached check self operating dont say much google best search engine smart devices android tv device,positive
higy quality product,positive
bad product working,negative
purchased offer low price thus price great deal performance good specially washing spin ok good think previous semi automatic whirlpool give dry clothes rest ok,positive
love,positive
poor,negative
superb kit,positive
little bit time taking heating overall managable service good expected,negative
nice product iam happy thank flipkart,positive
satisfied purchasecup small apart nothing wronggood packing,positive
great quality duster built material good used wet dry purpose fits hand perfectly price worthy,positive
buy wont last week bought within week use full holes,neutral
works good,positive
good mixer,positive
good side,negative
ball good pin satisfy product,neutral
product amazing faults report dont think much go,positive
please provide stability wireless connectivity,negative
super product amazing sound quality price point wow,positive
normal,neutral
good product,positive
good high intensity,positive
good quality nice prloduct speed delivery tanks fkipcart,positive
good kids like much,positive
good loved,positive
worest dont buy productvery bad,negative
good like espect,positive
item good looking functioning bad grinding process long spilling grinding sound also horrible,negative
product hi best clear voice best woofer best twitter worth money,positive
good material,positive
gain kg month taking medicine,positive
nice product loving,positive
good classy,positive
packing goodworth moneycheap best product greenchef,positive
good wark,positive
good one,positive
product good,positive
image shown,neutral
useful product price range,positive
good buy kudos team delivered days time note may exceptional case even surprised delivery lockdownvery happy purchase,positive
bad bad material thin dont buy product bakvas product,negative
nyc product bought exchange old purifier good deal must buy,positive
worst product,negative
lovely bag happy thank flipkart,positive
good product overall,positive
good product go,positive
good product fast delivery,positive
best,positive
dont wast ur money,negative
good product,positive
stopped working return period,negative
nice purifier water also good taste trusted brand,positive
original product thanks flipkart,positive
good image quality please add mony buy,positive
usefull,neutral
product quality good hight fit thumb properly,neutral
ok,neutral
nice product,positive
great product got good price,positive
excellent product,positive
drum rotation centric stone ok,positive
amazing like product wire almost meter tnqq flipkart nice product,positive
bad product shoes shol shoe hard overall good,neutral
quality poor,negative
nice support buy,positive
worst,negative
worst product dont buy,negative
wowwww tq much good product,positive
best banking awareness,positive
okay quality like normal good,neutral
color size issues,negative
nice good quality,positive
good prodect,positive
best market,positive
fit top spirit levelexage rated item,negative
works well people heats minutes serves purpose,positive
price wise best product,neutral
wonderful product keeping books clothes,positive
super producti like,positive
nice one butterfly rapid,positive
well fun parents home enjoying product playing songs stuff shockingly got rupee pixel offer valid till july,positive
nice,positive
good satisfied,positive
good quality,positive
great working good choice,positive
nice product easy use sure remote lightest battery cell video quality also next level used product old olded non smart surly recommend buy product,positive
awesome product price,positive
must buyif looking device improve wifi range house office somewhere thing need easy setup easy use go,positive
product good quality usefull making normal led tv android tv android updated easy use watching hotstar youtube prime netflix sun nxt tv nice also hdr quality best,positive
highly recommended,positive
good,positive
looks good sounds noisy tht doesnt matter bcoz comes category containers little small good product overally,positive
good product good quality,positive
dont know months charging nicely suddenly working charging im totally dissappointed,negative
nice product flip kart reasonable price value money thanks krishna tej chowdary,positive
purchased device week ago iterface good device keep restarting sometimes iam unable understand problem,negative
bad,neutral
bad quality spekars,negative
super,positive
trouser goodmaterial good look wise also awesome,positive
good quality curtains must buy value money,positive
kajal original happy product,positive
good speed,positive
vvvvv bad proudct life waste money,negative
use hour later delervery value money better performance worth itthanks flipkart samsung,positive
good product,positive
go,positive
good product worth money design also good number written mixer grinding level much better good product,positive
fantastic useful product,positive
beautiful product,positive
amazing super fantastic buttiful productim happy thanks filip cart,positive
third class products dont buy products hate,negative
good product,positive
good ball flipkart delivery fast ball delivery good happy fl pkart thankyou flipkartfor,positive
worth money,positive
good products,positive
good generate much sound,positive
money waste worst,negative
awesome light provided inside defridge little bit disappointed overall performance goodcustomer care flipkart responding simply sending sms customer reachable fed flipkart executives retailnet seller,positive
expected apple ipad awesome everything smooth fast also bought apple pencil think right decision hoping use long time anyone havent used ipad going little frustrating experience beginning takes little time get used ios ipad os fine may feel limited exceptionally well issues,positive
good prodect,positive
good quality thanks flipkart,positive
service goodheating poor,negative
niceworth money,positive
nice product,positive
good,positive
love bag,positive
beautiful,positive
stylish comfortable,positive
okk,neutral
good product price dont compare product lg samsung cost given spec worthsound good attractive thingsi satisfied play store facility gmail linkedin kind apps available play store cost product good,positive
masks going drainage outlet blocking drain able use week luckily took service extension helped uscloths get washed nicely better front load machines used,positive
good product kitchen usage,positive
nice product features good delivery installation process bad,negative
love camera nice,positive
silent effective visible difference appeared door left open diwali reduced pm rating maximum device normal pm range must homes,positive
bad,negative
one bad quality product,negative
poor bad low west moneylow sound qualitybad sound,negative
awesome product good quality perfect sound loved,positive
nice soft,positive
received expected installation done scheduled excellent product,positive
speaker beast price range grip side good bass also good speaker loud enough house best soundbar plus point made indiago guys worth every penny,positive
one best,positive
good quality easy assemblevalue money,positive
paint faded parts cables rusted update functionality futureedit product functioning great needs special fixture false ceiling fix holder called channel patti,positive
ok good slippery,neutral
nice product thanks flipcard,positive
good ball beginners newbies even good players use really hard need wear shoes,positive
bad quality,negative
nice cooler range,positive
good senior citizens nice productu go,positive
thanks flipkart,positive
varry nice,positive
light weight easy assemble goood condition,positive
next level,positive
thin material heavy winter,neutral
person came installation decent done excellent work,positive
satisfied super,positive
good product homemakers,positive
must buy without hesitation deeeeeep kajal,positive
worth money got one good sound quality good bass guys willing connect smart tvs den go hdmi port gives detail sounds,positive
awesomeworth money,positive
nice wordobe,positive
nice product worth money,positive
good qualitymid noisegreat vacuum power touch motion sensor working good,positive
good product range small family,positive
good,positive
good work,positive
best product pricealso recommend buy,positive
good product best value money android smart tvtimely delivery proper installation done schedule date thanks flipkart,positive
nice productjust love itand service awesome,positive
super,positive
printing poor pages blank book,negative
jun pm todays fast life freeze cooked food need eat frozen food defrost make hot bajaj microwave oven oven handy used defrost cooked food even first time cooking oven fast trouble free easy operate cooks without messy feeling get cooking stove quite sturdy rs worth,positive
excellent product,positive
nice product good sound bass connectivity good also make product nice worth buying,positive
dont buy bad quality product durability quality bad opinion person dont buy product,negative
product quality poor,negative
glad buy product,positive
product get times damaged,negative
pesa vasool good item,positive
good watch stylish get analog watch face brightness awesome nice watch great price watch working smooth lightweight strap quality good must buy value money,positive
best ipad student online class notes making,positive
bad product say everyone dat dont buy flipcart,negative
well ordered mivi soundbar flipkart receiving product got soundbar remote warranty card didnt get power adaptor remote batteries aux cable requested times flipkart return product replace cancelling request dnt believe flipkart lost trust,negative
nice wallet,positive
nice,positive
product goodbt plate size small,neutral
go gifted family look beautiful,positive
nice product value money good quality,positive
bad device amazon alexa much better bad user interface doesnt understand voice difficult operate wish could get money back,negative
awsmmmmm,positive
good bag support bottom quite happy wd,positive
super quality,positive
good colour sheet,positive
order placed th got today th firstly thanks fast delivery charge received used around hours continuously mid high volume still decrease charge happy battery back update later also speaker convenient carrie weight size loved sound quality base value money easy connect buttons working properly since ther,positive
good product wonderfully packed,positive
nice looking quality thanks flipkart,positive
awesome product thomson,positive
seeds germinated daysgood quality seeds,positive
worst quality dont buy,negative
good product nivia good quality product best rubber using using without grass ground,positive
good product,positive
wonderful mivi little speaker good watching movie music listenbass sound smoothi falling love second day using,positive
nice product thank flipkart,positive
value money definitely patchwall os way better compare using google interface sound quality network connectivity hv better terms hardware phone better wifi range place,positive
nice beautiful,positive
lagging issue,negative
worthlessits unable wash clothesmoves slowlytotal disappointed,negative
using three weeks writing review speaking picture quality tv excellent really concerned good picture use hd set top boxes av mode sd set top boxes picture quality also looks decent regarding sound mi tvs dts technology awesome give speaking connectivity mi tv disappointed lot chromecast issues mobile tv connected wifi network screen casting working,positive
good bhk house speed traditional ghz routers,positive
waste money,negative
set box good working problem finding signal use tubecast app enter youtube web site dont write thing,negative
genuine product good price,positive
good condition,positive
never buy itemi bought monthsnow display working warranty rejectedi visited service centrethey told repairso items working waste binthe solution,negative
awesome,positive
best,positive
good recommend buy,positive
perfect new born baby,positive
nice good looking,positive
good product,positive
using tv since week working good sound video quality good tv range even close mi tv apps compatible version android like netflix video format like avi supported workarounds resolve kind issues summarize top notch value money product one,positive
love walletcool looki got given picture website,positive
happygood producttq,neutral
really waste get trouble months,negative
nic,positive
super voice recorder,positive
good quality,positive
nice product rs,positive
good product,positive
product goodspeed normal,neutral
within days purifier showing error message error malfunction satisfied product noisy cant feel air quality improvement indoor compared outdoor,negative
loved itdata transfer maximum speed large size files copying mbsec,positive
good,positive
good one installation done per convenience time next day delivery,positive
good,positive
light fan full speed double force old fanvery convenientam tracking power meter found units satisfied month onlyi extended warranty online years,neutral
super product mivi bought first sale soundbar blutooth totally worth itdesign looks sturdy premium sound output good bass nice listen dialogs movies news raise volume gets even louder theres music overall super experience,positive
nice product nice,positive
simply super,positive
fabric desighne quality ok front zip bad,negative
good hard ball,positive
good nice product,positive
didnt provide instructions shells remote also quality worst doesnt deserves single,negative
one week working,neutral
fit perfectly nice fitting comfortable,positive
awsomemainly simple breaker load,positive
time delivery reasonable pricebest oneworks perfectlymany thanks fk,positive
best fan affordable price,positive
best choce,positive
good service exacellent,positive
product low,negative
supar,positive
modified rating using days working expected lets hope work smoothly good job huge belief brand,positive
gorgeous design good bass bluetooth mic works really well go,positive
lovely product price range one want buy go iylt,positive
good value money,positive
everything nearby perfect,positive
job,neutral
good product,positive
fine,positive
use less,negative
another great product thanks flipkart,positive
nice product nice,negative
good work flipkart delivered time installation also good tv also good overall good tv price range,positive
received todayquiet happy though metals strongits okay,positive
okk good price,neutral
awesomeim happy,positive
simple awesome comfortable using daily basis gives best strength best fit also,positive
amazing book content presentation apt aspirants preparing different government examseven quality pages good plus colorful book great,positive
excellent,positive
nice blazer good quality nice productthank flippcart,positive
bass,negative
good quality low price,positive
review months filter usage looking ro filters bit confused weather best option question mind weather atleast better water cans testing months best option even without extra filter using months taste well quality awesome budget friendly people looking alternative instead water cans buy,positive
simple use easy clean,positive
best dual band router price good broadband speed upto pmbs plan wifi range excellent bhk get full speed wifi overall good router devices working simultaneously,positive
worst product bought life,negative
niceproduct quality goodhighly recommended thanks flipkart ekrt service,positive
awsom,positive
good quality must buy thank flipcart,positive
looks lovely really compliments living room,positive
good quality high price,positive
quality nice,positive
awesome quality,positive
good,positive
amazing product fast delivery thanks flipkart happy,positive
excellent product,positive
nice,positive
sound flat bass happy product,negative
tds level post purification hovers range theres noise purification nothing place ro mineraliser mineraliser probably gimmick tds level post purification stays youre good go kindly buy water purifiers reduce tds levels tank capacity good takes minutes top tank water taste almost par bisleri tap bit nuisance youre careful,positive
bad product,negative
dont buy product quality bad,negative
got beast days orderingthis best budget gaming laptop ever new amd processors ryzen range gtx perform expected checked everything delivery everything good problems tried valorant game gaming performance gave fps high graphicsits best laptop students also intrested gaming even best budgetcons screen wobbles whi,positive
best seen far,positive
item working,negative
clothes soft quality best,positive
nice product good beginners,positive
good price new model,positive
nice butsize small,positive
delighted build quality goodrugged design perfect,positive
nicedoes job welllets wait review bd week usage,positive
tp link always good,positive
low price flipkart app thankyou flipkart,positive
pros good build quality design bass reflex stereo mode good battery backup approx hr continue better price pointcons heavy bass little heavy poor microphone call function switch device volume loud irritating phone call possible adjust volume phone adjust manually side button device,neutral
nice product helpful kitchen,positive
sound quality good please buy mic,negative
good looking good performance equivalent like others company month give star chimney performance,negative
good one checked insulation worth adding hot water closed kept refrigerator day inside water still got warmth,positive
price level good product,positive
nice packing also good delivery timing late product prestain condition,positive
value money,positive
amazing,positive
quality good manageable price,negative
ok,neutral
brought product much survey research got installed faber support working expected hand gesture good led lights good,positive
nice products,positive
good use,positive
good product convinient air flow easy hang led night light good,positive
worst product dont waste money low qualitywaste money dont buy,negative
quality good price range,positive
gainning weight till talking medicineafter leaving everything like,neutral
superb product like much quality,positive
nice best product best inch led,positive
every thing good family dont use one need come take free,positive
nice product thanks flipkart,positive
good product price couldnt get quality shops thanks flipkart vego wonderful product,positive
soft good quality single size blanket,positive
nice skates,positive
best deal thank flipkart awesome product timex,positive
run separate motor quite hectic daily usage worth arent chef,negative
qualified cheap,negative
nice acha hai,positive
good size big,positive
product good quality amazing delivery fastthanks flipkart,positive
nice cheap product vaccum cleaner powerful suction motor low price range easy clean dusts every day domestic essentials extension suction opening hose helps reach hard corners lastly removes dusts effectively easy clean maintenance follow safety measures mentioned manual,positive
nice one makes lot sounds running bit heating,positive
product excellent excellent packing look nice best qualityno leakage found loved happy overall service thank flipkart,positive
product super powerful heats soon scary also burning smell coming motor,positive
nice one prodect,positive
comfortable reasonable like,positive
smell amazing must try,positive
awesome purchase,positive
awesome product clean window slides corners sofa today much invisible dusts sofa great experience pick small stones pieces also easily best decision purchase thanks eureka forbes flipkart,positive
product good,positive
nicegood quality,positive
good product wothble price,positive
awesome,positive
great experience,positive
nice clear sound fabulous bass love product thnqq,positive
worst,negative
quality poor,negative
nice one,positive
love quality table one leg little wobbly,positive
good packing original product company sealed happy,positive
